PI_Name,Proposal_category,ProposalID,Science_category,Title,Module,Subarray,Instrument,PrimaryDitherType,PrimaryDithers,SubpixelPositions,SubpixelDitherType,CoordinatedParallel,ParallelInstrument,ObservationID,TileNumber,APTTemplate,ApertureOverride,ObservationName,DitherPatternType,ImageDithers,number_of_dithers,FiducialPointOverride,TargetID,TargetRA,TargetDec,ShortFilter,LongFilter,ShortPupil,LongPupil,ReadoutPattern,Groups,Integrations,FilterWheel,PupilWheel,NumOutputs,Mode,Grism,IntegrationsShort,GroupsShort,Dither,GroupsLong,ReadoutPatternShort,IntegrationsLong,Exposures,Wavelength,ReadoutPatternLong,Filter,EtcIdLong,EtcIdShort,EtcId,Tracking,row,entry_number,exposure,dither,aperture,targ1,targ2,ra,dec,basex,basey,dithx,dithy,v2,v3,idlx,idly,obs_label,obs_num,visit_num,act_id,visit_id,visit_group,sequence_id,observation_id,Date,PAV3,PointSourceCatalog,GalaxyCatalog,ExtendedCatalog,ExtendedScale,ExtendedCenter,MovingTargetList,MovingTargetSersic,MovingTargetExtended,MovingTargetConvolveExtended,MovingTargetToTrack,ImagingTSOCatalog,GrismTSOCatalog,BackgroundRate,DitherIndex,CosmicRayLibrary,CosmicRayScale,epoch_start_date,detector,pointing_aperture,date_obs,time_obs,nframe,nskip,namp,ra_ref,dec_ref,yamlfile,outputfits,superbias,linearity,saturation,gain,astrometric,photom,ipc,invert_ipc,pixelAreaMap,transmission,badpixmask,pixelflat,dark,lindark,use_JWST_pipeline,grism_source_image,grism_input_only,psfpath
William Blair,GO,00005,Galaxies and the IGM,NIRCam Example Observations,None,None,NIRISS,None,1,None,None,false,False,001,None,NirissImaging,None,Simple Imaging Example,,1,1,False,IMAGE-2,+47.52000,-10.09000,None,None,None,None,NIS,10,1,None,None,None,imaging,None,None,None,None,None,None,None,None,None,None,F200W,None,None,,sidereal,0,0,00001,1,NIS_CEN,1,IMAGE-2,47.52,-10.09,+0.000,+0.000,0.0,0.0,-291.219,-698.181,0.0,0.0,Simple Imaging Example,001,001,01,00005001001,01,1,V00005001001P0000000001101,2022-10-31 00:00:00,0,None,None,/Users/spacegrey/polybox/thesis/simtools/mirage/NIRISS/image2_data/source_catalog_file.cat,1.0,"1024,1024",None,None,None,True,None,None,None,medium,0,SUNMAX,1.0,2022-10-31 00:00:00,NIS,NIS_CEN,2022-10-31,00:00:00.000,4,0,4,47.52,-10.090000000000002,jw00005001001_01101_00001_nis.yaml,jw00005001001_01101_00001_nis_uncal.fits,crds,crds,crds,crds,crds,crds,crds,True,crds,crds,crds,crds,,/Users/spacegrey/opt/anaconda3/envs/mirage/lib/python3.7/site-packages/mirage/reference_files/mirage_data/niriss/darks/linearized/Linearized_Dark_and_SBRefpix_NISNIRISSDARK-153451235_11_496_SE_2015-12-11T16h05m20_dms_uncal_linear_dark_prep_object.fits,True,False,False,/Users/spacegrey/opt/anaconda3/envs/mirage/lib/python3.7/site-packages/mirage/reference_files/mirage_data/niriss/gridded_psf_library
