PI_Name,Proposal_category,ProposalID,Science_category,Title,Module,Subarray,Instrument,PrimaryDitherType,PrimaryDithers,SubpixelPositions,SubpixelDitherType,CoordinatedParallel,ParallelInstrument,ObservationID,TileNumber,APTTemplate,ApertureOverride,ObservationName,DitherPatternType,ImageDithers,number_of_dithers,FiducialPointOverride,TargetID,TargetRA,TargetDec,ShortFilter,LongFilter,ShortPupil,LongPupil,ReadoutPattern,Groups,Integrations,FilterWheel,PupilWheel,NumOutputs,Mode,Grism,IntegrationsShort,GroupsShort,Dither,GroupsLong,ReadoutPatternShort,IntegrationsLong,Exposures,Wavelength,ReadoutPatternLong,Filter,EtcIdLong,EtcIdShort,EtcId,Tracking,row,entry_number,exposure,dither,aperture,targ1,targ2,ra,dec,basex,basey,dithx,dithy,v2,v3,idlx,idly,obs_label,obs_num,visit_num,act_id,visit_id,visit_group,sequence_id,observation_id,Date,PAV3,PointSourceCatalog,GalaxyCatalog,ExtendedCatalog,ExtendedScale,ExtendedCenter,MovingTargetList,MovingTargetSersic,MovingTargetExtended,MovingTargetConvolveExtended,MovingTargetToTrack,ImagingTSOCatalog,GrismTSOCatalog,BackgroundRate,DitherIndex,CosmicRayLibrary,CosmicRayScale,epoch_start_date,detector,pointing_aperture,date_obs,time_obs,nframe,nskip,namp
William Blair,GO,00005,Galaxies and the IGM,NIRCam Example Observations,None,None,NIRISS,None,1,None,None,false,False,001,None,NirissImaging,None,Simple Imaging Example,,1,1,False,IMAGE-2,03:10:4.8000,-10:05:24.00,None,None,None,None,NIS,10,1,None,None,None,imaging,None,None,None,None,None,None,None,None,None,None,F200W,None,None,,sidereal,0,0,00001,1,NIS_CEN,1,IMAGE-2,+47.52000,-10.09000,+0.000,+0.000,0.0,0.0,-291.219,-698.181,0.0,0.0,Simple Imaging Example,001,001,01,00005001001,01,1,V00005001001P0000000001101,2022-10-31 00:00:00,0,None,None,/Users/spacegrey/polybox/thesis/simtools/mirage/NIRISS/image2_data/source_catalog_file.cat,1.0,"1024,1024",None,None,None,True,None,None,None,medium,0,SUNMAX,1.0,2022-10-31 00:00:00,NIS,NIS_CEN,2022-10-31,00:00:00.000,4,0,4
